15,20,25
0.01,0.268,10.299
0.006,0.323,10.554
0.006,0.296,10.556
0.011,0.292,10.342
0.015,0.307,10.64
0.006,0.301,10.563
0.014,0.303,10.471
0.012,0.273,10.435
0.016,0.314,10.383
0.006,0.266,10.249
0.012,0.292,
