30,35,40,45
0.163,1.713,15.475,36.14
1.181,4.568,6.686,33.086
0.458,12.154,30.403,42.446
0.395,1.838,5.255,15.234
1.962,2.633,6.385,51.886
0.525,3.635,14.154,63.492
0.317,1.55,24.059,71.601
0.784,1.228,7.129,38.554
0.547,1.367,9.608,34.504
0.513,2.678,20.224,45.202
