15,20,25
0.016,0.306,10.327
0.012,0.265,10.604
0.015,0.32,10.459
0.012,0.285,10.448
0.014,0.321,10.18
0.013,0.284,10.441
0.006,0.27,10.231
0.013,0.341,10.25
0.014,0.306,10.191
0.006,0.282,10.369
0.014,0.281,
